證券代碼,年月日,開盤價(元),收盤價(元)
TWN50  ,20141008,6415.67,6393.25
Y9999  ,20141008,8989.99,8955.18
M2300  ,20141008,352.36,350.39
2330,20141009,101.9757,102.7981
TWN50  ,20141009,6454.95,6427.32
Y9999  ,20141009,9021.31,8966.44
M2300  ,20141009,354.22,350.24
2330,20141013,97.8638,99.0974
TWN50  ,20141013,6235.75,6253.12
Y9999  ,20141013,8767.42,8711.39
M2300  ,20141013,338.88,338.79
2330,20141014,98.6862,99.5086
TWN50  ,20141014,6236.26,6309.5
Y9999  ,20141014,8691.83,8768.39
M2300  ,20141014,338.04,341.76
2330,20141015,99.9198,99.9198
TWN50  ,20141015,6310.89,6250.25
Y9999  ,20141015,8769.39,8655.51
M2300  ,20141015,342.17,338.36
2330,20141016,99.9198,99.9198
TWN50  ,20141016,6206.75,6236.03
Y9999  ,20141016,8602.65,8633.69
M2300  ,20141016,336.33,338.11
2330,20141017,102.7981,101.5645
TWN50  ,20141017,6297.31,6161.59
Y9999  ,20141017,8688.71,8512.88
M2300  ,20141017,341.51,334.45
2330,20141020,102.7981,103.6205
TWN50  ,20141020,6253.08,6286.01
Y9999  ,20141020,8617.08,8663.14
M2300  ,20141020,339.35,340.68
2330,20141021,103.6205,102.7981
TWN50  ,20141021,6301.2,6277.41
Y9999  ,20141021,8676.32,8654.64
M2300  ,20141021,341.55,340.01
2330,20141022,104.8541,106.0877
TWN50  ,20141022,6362.04,6361.62
Y9999  ,20141022,8744.91,8748.83
M2300  ,20141022,345.03,344.29
2330,20141023,105.2653,104.8541
TWN50  ,20141023,6351.58,6352.29
Y9999  ,20141023,8735.38,8731.07
M2300  ,20141023,343.8,342.94
2330,20141024,104.4429,103.2093
TWN50  ,20141024,6355.24,6293.66
Y9999  ,20141024,8740.28,8646.01
M2300  ,20141024,343.54,339.31
2330,20141027,104.0317,105.2653
TWN50  ,20141027,6314.7,6329.53
Y9999  ,20141027,8671.51,8627.78
M2300  ,20141027,341.09,339.07
2330,20141028,106.0877,105.2653
TWN50  ,20141028,6384.08,6421.08
Y9999  ,20141028,8692.52,8773.55
M2300  ,20141028,342.22,343.97
2330,20141029,106.0877,106.0877
TWN50  ,20141029,6462.97,6499.73
Y9999  ,20141029,8821.85,8903.68
M2300  ,20141029,346.11,349.21
2330,20141030,105.6765,105.6765
TWN50  ,20141030,6487.5,6482.7
Y9999  ,20141030,8890.19,8888.07
M2300  ,20141030,348.8,347.93
2330,20141031,105.2653,107.3212
TWN50  ,20141031,6498.49,6546.76
Y9999  ,20141031,8909.34,8974.76
M2300  ,20141031,348.56,352.1
2330,20141103,108.5548,107.7324
TWN50  ,20141103,6586.75,6572.2
Y9999  ,20141103,9009.38,9004.86
M2300  ,20141103,354.33,354.36
2330,20141104,108.5548,108.5548
TWN50  ,20141104,6598.82,6566.38
Y9999  ,20141104,9030.96,8989.18
M2300  ,20141104,355.89,354.25
2330,20141105,108.1436,108.5548
TWN50  ,20141105,6570.21,6542.23
Y9999  ,20141105,8997.76,8962.6
M2300  ,20141105,354.84,352.69
2330,20141106,108.966,108.5548
TWN50  ,20141106,6545.89,6500.43
Y9999  ,20141106,8968.79,8891.02
M2300  ,20141106,353.07,349.04
2330,20141107,108.1436,107.7324
TWN50  ,20141107,6484.49,6499.11
Y9999  ,20141107,8881.19,8912.62
M2300  ,20141107,348.6,350.88
2330,20141110,108.966,110.6108
TWN50  ,20141110,6521.65,6625.24
Y9999  ,20141110,8937.59,9049.98
M2300  ,20141110,352.69,356.51
2330,20141111,111.022,110.1996
TWN50  ,20141111,6641.42,6602.88
Y9999  ,20141111,9067.54,9034.14
M2300  ,20141111,357.75,355.89
2330,20141112,110.6108,108.5548
TWN50  ,20141112,6603.95,6510.69
Y9999  ,20141112,9030.13,8918.95
M2300  ,20141112,356.3,351.94
2330,20141113,109.7884,110.1996
TWN50  ,20141113,6542.4,6572.51
Y9999  ,20141113,8947.97,8980.67
M2300  ,20141113,353.72,354.93
2330,20141114,110.1996,111.022
TWN50  ,20141114,6581.73,6572.35
Y9999  ,20141114,8992.4,8982.88
M2300  ,20141114,355.75,355.52
2330,20141117,111.022,109.3772
TWN50  ,20141117,6584.88,6497.73
Y9999  ,20141117,9003.37,8884.39
M2300  ,20141117,356.66,351.39
2330,20141118,110.1996,108.1436
TWN50  ,20141118,6526.8,6490.52
Y9999  ,20141118,8916.08,8859.07
M2300  ,20141118,352.87,348.35
2330,20141119,109.3772,111.8444
TWN50  ,20141119,6527.39,6592.38
Y9999  ,20141119,8896.16,8963.24
M2300  ,20141119,350.54,353.82
2330,20141120,113.0779,114.3115
TWN50  ,20141120,6614.23,6678.64
Y9999  ,20141120,8984.93,9078.87
M2300  ,20141120,355.2,359.52
2330,20141121,114.7227,113.9003
TWN50  ,20141121,6701.02,6679.34
Y9999  ,20141121,9104.34,9091.53
M2300  ,20141121,361.13,360.93
2330,20141124,115.1339,113.9003
TWN50  ,20141124,6731.15,6701.78
Y9999  ,20141124,9144.42,9122.33
M2300  ,20141124,363.65,360.81
2330,20141125,113.9003,114.3115
TWN50  ,20141125,6702.87,6692.67
Y9999  ,20141125,9125.27,9116.24
M2300  ,20141125,361,361.69
2330,20141126,113.9003,114.3115
TWN50  ,20141126,6696.86,6702.18
Y9999  ,20141126,9125.08,9122.39
M2300  ,20141126,361.86,362.45
2330,20141127,115.1339,115.1339
TWN50  ,20141127,6728.23,6742.73
Y9999  ,20141127,9153.49,9165.31
M2300  ,20141127,364.25,364.63
2330,20141128,114.3115,116.3675
TWN50  ,20141128,6734.86,6766.01
Y9999  ,20141128,9163.19,9187.15
M2300  ,20141128,364.62,365.46
2330,20141201,114.3115,115.1339
TWN50  ,20141201,6634.53,6688.84
Y9999  ,20141201,9038.41,9117.71
M2300  ,20141201,358.55,363.88
2330,20141202,114.7227,113.0779
TWN50  ,20141202,6665.72,6585.98
Y9999  ,20141202,9098.36,9034.79
M2300  ,20141202,362.55,359.59
2330,20141203,113.0779,113.4891
TWN50  ,20141203,6617.42,6687.11
Y9999  ,20141203,9073.47,9175.26
M2300  ,20141203,361.09,364.99
2330,20141204,114.3115,114.3115
TWN50  ,20141204,6718.76,6730
Y9999  ,20141204,9212.85,9225.11
M2300  ,20141204,367.04,367.53
2330,20141205,113.9003,113.0779
TWN50  ,20141205,6719.89,6687.99
Y9999  ,20141205,9220.25,9206.57
M2300  ,20141205,367.19,365.36
2330,20141208,113.4891,113.4891
TWN50  ,20141208,6703.61,6664.23
Y9999  ,20141208,9231.24,9187.29
M2300  ,20141208,366.56,363.47
2330,20141209,113.4891,113.4891
TWN50  ,20141209,6637.28,6625.62
Y9999  ,20141209,9163.43,9128.9
M2300  ,20141209,362.71,361.3
2330,20141210,113.4891,111.8444
TWN50  ,20141210,6613.58,6539.13
Y9999  ,20141210,9115.33,9032.16
M2300  ,20141210,360.88,357.48
2330,20141211,111.022,110.6108
TWN50  ,20141211,6512.97,6517.29
Y9999  ,20141211,9003.84,9013.07
M2300  ,20141211,356.23,357.25
2330,20141212,111.022,111.022
TWN50  ,20141212,6540.64,6528.74
Y9999  ,20141212,9041.54,9027.33
M2300  ,20141212,358.55,358.57
2330,20141215,110.6108,111.8444
TWN50  ,20141215,6493.21,6492.09
Y9999  ,20141215,8987.95,8985.63
M2300  ,20141215,356.64,357.96
2330,20141216,110.6108,109.3772
TWN50  ,20141216,6466.76,6440.87
Y9999  ,20141216,8967.82,8950.91
M2300  ,20141216,356.64,355.03
2330,20141217,109.3772,107.3212
TWN50  ,20141217,6445.5,6337.09
Y9999  ,20141217,8961.64,8828.36
M2300  ,20141217,355.22,350.3
2330,20141218,108.5548,108.1436
TWN50  ,20141218,6411.1,6380.89
Y9999  ,20141218,8912.78,8878.63
M2300  ,20141218,353.99,352.47
2330,20141219,110.6108,113.4891
TWN50  ,20141219,6479.11,6519.35
Y9999  ,20141219,8981.85,8999.52
M2300  ,20141219,357.76,358.2
2330,20141222,113.0779,113.9003
TWN50  ,20141222,6544.28,6591.64
Y9999  ,20141222,9032.42,9095
M2300  ,20141222,359.58,362.81
2330,20141223,114.3115,113.0779
TWN50  ,20141223,6615.07,6580.02
Y9999  ,20141223,9123.78,9097.71
M2300  ,20141223,364.25,361.95
2330,20141224,111.8444,113.4891
TWN50  ,20141224,6569.49,6647.72
Y9999  ,20141224,9096.48,9186.18
M2300  ,20141224,361.46,364.7
2330,20141225,112.6667,113.0779
TWN50  ,20141225,6640.02,6619.13
Y9999  ,20141225,9186.83,9158.7
M2300  ,20141225,364.51,363.54
2330,20141226,113.4891,114.3115
TWN50  ,20141226,6630.03,6663.28
Y9999  ,20141226,9171.91,9214.07
M2300  ,20141226,364.32,366
2330,20141227,114.3115,113.9003
TWN50  ,20141227,6668.07,6654.16
Y9999  ,20141227,9222.47,9218.5
M2300  ,20141227,366.42,366.07
2330,20141229,113.4891,115.9563
TWN50  ,20141229,6647.54,6723.48
Y9999  ,20141229,9216.43,9286.28
M2300  ,20141229,366.08,369.62
2330,20141230,115.9563,115.1339
TWN50  ,20141230,6734.66,6701.51
Y9999  ,20141230,9299.1,9268.43
M2300  ,20141230,370.38,368.98
2330,20141231,114.3115,115.9563
TWN50  ,20141231,6690.81,6724.55
Y9999  ,20141231,9260.46,9307.26
M2300  ,20141231,368.45,370.33
2330,20150105,115.5451,114.7227
TWN50  ,20150105,6706.61,6687.86
Y9999  ,20150105,9292.31,9274.11
M2300  ,20150105,369.55,370.33
2330,20150106,113.0779,109.7884
TWN50  ,20150106,6619.72,6489.45
Y9999  ,20150106,9209.93,9048.34
M2300  ,20150106,367.38,360.37
2330,20150107,109.7884,110.1996
TWN50  ,20150107,6493.98,6519.09
Y9999  ,20150107,9051.94,9080.09
M2300  ,20150107,360.57,362.71
2330,20150108,112.2556,113.4891
TWN50  ,20150108,6598.28,6663.47
Y9999  ,20150108,9154.03,9238.03
M2300  ,20150108,366.48,369.75
2330,20150109,111.022,110.1996
TWN50  ,20150109,6660.88,6621.15
Y9999  ,20150109,9247.4,9215.58
M2300  ,20150109,369.37,367.25
2330,20150112,108.966,108.5548
TWN50  ,20150112,6597.92,6585.46
Y9999  ,20150112,9198.02,9178.3
M2300  ,20150112,366.37,365.43
2330,20150113,107.7324,108.966
TWN50  ,20150113,6660.88,6622.39
Y9999  ,20150113,9162.77,9231.8
M2300  ,20150113,364.18,366.33
2330,20150114,108.966,106.91
TWN50  ,20150114,6660.88,6565.28
Y9999  ,20150114,9235.9,9180.23
M2300  ,20150114,366.35,364.27
2330,20150115,108.1436,108.1436
TWN50  ,20150115,6660.88,6564.36
Y9999  ,20150115,9197.32,9165.09
M2300  ,20150115,365.61,364.13
2330,20150116,115.1339,112.6667
TWN50  ,20150116,6660.88,6585.29
Y9999  ,20150116,9245.77,9138.29
M2300  ,20150116,370.06,364.99
2330,20150119,113.9003,114.3115
TWN50  ,20150119,6637.16,6651.36
Y9999  ,20150119,9183.76,9174.06
M2300  ,20150119,367.56,366.73
2330,20150120,114.3115,113.4891
TWN50  ,20150120,6664.64,6689.96
Y9999  ,20150120,9188.76,9251.69
M2300  ,20150120,367.35,369.94
2330,20150121,114.7227,115.9563
TWN50  ,20150121,6722.58,6756.35
Y9999  ,20150121,9283.79,9319.71
M2300  ,20150121,371.74,372.54
2330,20150122,116.3675,115.1339
TWN50  ,20150122,6772.26,6776.83
Y9999  ,20150122,9336.81,9369.51
M2300  ,20150122,373.61,374.24
2330,20150123,117.1899,119.2458
TWN50  ,20150123,6835.88,6895.69
Y9999  ,20150123,9422,9470.94
M2300  ,20150123,377.23,380.39
2330,20150126,119.657,119.2458
TWN50  ,20150126,6897.73,6907.33
Y9999  ,20150126,9474.56,9477.67
M2300  ,20150126,380.74,381.68
2330,20150127,119.657,120.8906
TWN50  ,20150127,6934.26,6947.25
Y9999  ,20150127,9505.56,9521.59
M2300  ,20150127,383.17,383.76
2330,20150128,120.4794,120.4794
TWN50  ,20150128,6928.84,6938.1
Y9999  ,20150128,9503.2,9510.92
M2300  ,20150128,382.98,383.5
2330,20150129,118.4234,118.0122
TWN50  ,20150129,6899,6853.85
Y9999  ,20150129,9479.36,9426.9
M2300  ,20150129,381.37,378.82
2330,20150130,119.2458,115.9563
TWN50  ,20150130,6883.76,6789.19
Y9999  ,20150130,9452.85,9361.91
M2300  ,20150130,380.43,375.12
2330,20150202,115.5451,117.1899
TWN50  ,20150202,6798.73,6830.31
Y9999  ,20150202,9368.83,9386.99
M2300  ,20150202,375.58,376.05
2330,20150203,117.6011,118.8346
TWN50  ,20150203,6841.27,6887.26
Y9999  ,20150203,9394.47,9448.73
M2300  ,20150203,376.44,379.16
2330,20150204,118.8346,120.0682
TWN50  ,20150204,6913.86,6947.73
Y9999  ,20150204,9477.52,9513.92
M2300  ,20150204,380.43,381.55
2330,20150205,119.657,119.657
TWN50  ,20150205,6943.13,6940.64
Y9999  ,20150205,9511.06,9512.05
M2300  ,20150205,381.48,381.03
2330,20150206,119.657,117.6011
TWN50  ,20150206,6953.23,6886.24
Y9999  ,20150206,9521.88,9456.18
M2300  ,20150206,381.66,377.5
2330,20150209,117.6011,116.7787
TWN50  ,20150209,6896.17,6859.38
Y9999  ,20150209,9465.12,9421.5
M2300  ,20150209,377.73,376.29
2330,20150210,116.7787,117.1899
TWN50  ,20150210,6837.54,6829.96
Y9999  ,20150210,9405.59,9393.7
M2300  ,20150210,374.74,373.81
2330,20150211,120.0682,121.713
TWN50  ,20150211,6870.26,6913.27
Y9999  ,20150211,9430.17,9462.22
M2300  ,20150211,376.35,378.71
2330,20150212,122.9466,122.1242
TWN50  ,20150212,6950.76,6945.05
Y9999  ,20150212,9496.39,9496.31
M2300  ,20150212,380.65,380.39
2330,20150213,122.1242,122.1242
TWN50  ,20150213,6945.98,6967.8
Y9999  ,20150213,9500.04,9529.51
M2300  ,20150213,380.68,381.72
2330,20150224,122.5354,124.1801
TWN50  ,20150224,7018.75,7044.99
Y9999  ,20150224,9582.39,9629.37
M2300  ,20150224,384.18,385.76
2330,20150225,125.4137,127.0585
TWN50  ,20150225,7075.54,7110.47
Y9999  ,20150225,9655.72,9699.54
M2300  ,20150225,387.27,390.04
2330,20150226,126.2361,123.7689
TWN50  ,20150226,7097.04,7021.35
Y9999  ,20150226,9687.48,9622.1
M2300  ,20150226,389.31,386.23
2330,20150302,124.5913,122.5354
TWN50  ,20150302,7067.16,6991.31
Y9999  ,20150302,9665.11,9601.36
M2300  ,20150302,388.94,385.6
2330,20150303,123.3578,123.7689
TWN50  ,20150303,7019.59,6999.98
Y9999  ,20150303,9628.06,9605.77
M2300  ,20150303,387.07,386.63
2330,20150304,123.3578,123.7689
TWN50  ,20150304,6990.54,7019.18
Y9999  ,20150304,9596.24,9621.73
M2300  ,20150304,386.27,387.4
2330,20150305,123.3578,123.3578
TWN50  ,20150305,7023.54,6982.13
Y9999  ,20150305,9627.04,9595.09
M2300  ,20150305,387.63,387.35
2330,20150306,122.5354,122.5354
TWN50  ,20150306,6970.21,7014.21
Y9999  ,20150306,9587.59,9645.77
M2300  ,20150306,386.44,388.33
2330,20150309,121.3018,119.657
TWN50  ,20150309,6980.45,6923.83
Y9999  ,20150309,9617.04,9562.98
M2300  ,20150309,386.78,384.04
2330,20150310,119.2458,118.4234
TWN50  ,20150310,6924.27,6905.34
Y9999  ,20150310,9566.25,9536.53
M2300  ,20150310,383.92,382.54
2330,20150311,118.0122,120.0682
TWN50  ,20150311,6871.74,6910.14
Y9999  ,20150311,9503.28,9523.18
M2300  ,20150311,380.74,382.16
2330,20150312,120.8906,121.713
TWN50  ,20150312,6925.43,6968.58
Y9999  ,20150312,9537.23,9596
M2300  ,20150312,382.85,384.9
2330,20150313,121.713,122.5354
TWN50  ,20150313,6979.83,6950.23
Y9999  ,20150313,9608.44,9579.35
M2300  ,20150313,385.56,385.3
2330,20150316,122.5354,120.0682
TWN50  ,20150316,6950.01,6874.56
Y9999  ,20150316,9583.45,9512.91
M2300  ,20150316,385.36,381.21
2330,20150317,122.1242,122.5354
TWN50  ,20150317,6921.34,6915.1
Y9999  ,20150317,9555.1,9539.44
M2300  ,20150317,383.51,382.8
2330,20150318,124.1801,126.2361
TWN50  ,20150318,6945.22,7028.27
Y9999  ,20150318,9563.74,9653.43
M2300  ,20150318,384.56,388.06
2330,20150319,125.4137,126.6473
TWN50  ,20150319,7039.69,7093.44
Y9999  ,20150319,9668.01,9736.73
M2300  ,20150319,388.59,391.88
2330,20150320,124.5913,126.6473
TWN50  ,20150320,7054.42,7104
Y9999  ,20150320,9706.35,9749.69
M2300  ,20150320,390.13,392.94
2330,20150323,126.6473,126.2361
TWN50  ,20150323,7111.86,7117.11
Y9999  ,20150323,9759.88,9758.09
M2300  ,20150323,393.76,393.65
2330,20150324,126.2361,124.5913
TWN50  ,20150324,7117.06,7082.41
Y9999  ,20150324,9759.96,9731.66
M2300  ,20150324,393.8,392.1
2330,20150325,125.0025,124.1801
TWN50  ,20150325,7091.49,7038.98
Y9999  ,20150325,9739.25,9667.83
M2300  ,20150325,392.74,389.53
2330,20150326,119.657,119.657
TWN50  ,20150326,6937.8,6978.14
Y9999  ,20150326,9579.63,9619.12
M2300  ,20150326,383.73,384.4
2330,20150327,118.4234,117.1899
TWN50  ,20150327,6946.54,6856.37
Y9999  ,20150327,9593.07,9503.72
M2300  ,20150327,382.81,377.9
2330,20150330,117.1899,117.1899
TWN50  ,20150330,6884.49,6889.63
Y9999  ,20150330,9533.38,9521.87
M2300  ,20150330,379.27,378
2330,20150331,118.4234,119.657
TWN50  ,20150331,6936.3,6939.75
Y9999  ,20150331,9568.38,9586.44
M2300  ,20150331,380.55,380.69
2330,20150401,119.2458,118.4234
TWN50  ,20150401,6928.84,6877.64
Y9999  ,20150401,9575.11,9507.66
M2300  ,20150401,380.19,377.64
2330,20150402,119.2458,120.8906
TWN50  ,20150402,6910.72,6961.46
Y9999  ,20150402,9535.98,9600.32
M2300  ,20150402,379.25,381.97
2330,20150407,120.4794,120.0682
TWN50  ,20150407,6979.2,6980.26
Y9999  ,20150407,9619.97,9641.9
M2300  ,20150407,382.6,382.66
2330,20150408,119.657,117.6011
TWN50  ,20150408,6984.05,6912.85
Y9999  ,20150408,9646.07,9571.97
M2300  ,20150408,382.9,378
2330,20150409,118.4234,117.6011
TWN50  ,20150409,6938.73,6921.75
Y9999  ,20150409,9597.21,9568.04
M2300  ,20150409,379.31,376.91
2330,20150410,120.0682,120.8906
TWN50  ,20150410,6987.25,6979.49
Y9999  ,20150410,9626.88,9617.7
M2300  ,20150410,380.49,379.69
2330,20150413,120.4794,120.8906
TWN50  ,20150413,6979.66,7004.71
Y9999  ,20150413,9622.64,9666.52
M2300  ,20150413,379.83,381.46
2330,20150414,119.2458,118.4234
TWN50  ,20150414,6977.5,6962.79
Y9999  ,20150414,9646.28,9642.22
M2300  ,20150414,380.07,379.89
2330,20150415,118.0122,117.6011
TWN50  ,20150415,6944.99,6880.37
Y9999  ,20150415,9629.7,9540.06
M2300  ,20150415,378.87,374.74
2330,20150416,119.2458,120.8906
TWN50  ,20150416,6924.35,6999.53
Y9999  ,20150416,9578.71,9656.87
M2300  ,20150416,377.15,380.25
2330,20150417,117.6011,117.1899
TWN50  ,20150417,6939.42,6912.37
Y9999  ,20150417,9608.6,9570.93
M2300  ,20150417,376.95,375.03
2330,20150420,116.7787,117.6011
TWN50  ,20150420,6882.24,6914.82
Y9999  ,20150420,9541.83,9552.85
M2300  ,20150420,373.77,374.27
2330,20150421,116.7787,117.1899
TWN50  ,20150421,6912.27,6921.9
Y9999  ,20150421,9554.8,9533.98
M2300  ,20150421,374.11,372.92
2330,20150422,118.0122,118.0122
TWN50  ,20150422,6937.09,6979.86
Y9999  ,20150422,9549.61,9613
M2300  ,20150422,374.05,376.66
2330,20150423,119.657,120.8906
TWN50  ,20150423,7023.7,7144.03
Y9999  ,20150423,9655.3,9797.49
M2300  ,20150423,379.22,382.73
2330,20150424,122.5354,125.4137
TWN50  ,20150424,7193.75,7271.86
Y9999  ,20150424,9839.71,9913.28
M2300  ,20150424,385.07,389.05
2330,20150427,125.8249,124.5913
TWN50  ,20150427,7299.75,7306.38
Y9999  ,20150427,9941.18,9973.12
M2300  ,20150427,390.25,389.58
2330,20150428,126.2361,124.5913
TWN50  ,20150428,7337.15,7286.32
Y9999  ,20150428,9998.08,9956.83
M2300  ,20150428,391.29,387.2
2330,20150429,123.3578,122.1242
TWN50  ,20150429,7257.63,7177.73
Y9999  ,20150429,9934.82,9853.83
M2300  ,20150429,385.51,380.58
2330,20150430,120.8906,120.8906
TWN50  ,20150430,7158.57,7125.8
Y9999  ,20150430,9841.15,9820.05
M2300  ,20150430,379.53,379.28
2330,20150504,122.1242,121.3018
TWN50  ,20150504,7158.17,7160.74
Y9999  ,20150504,9853.51,9845.04
M2300  ,20150504,380.41,379.74
2330,20150505,121.3018,120.8906
TWN50  ,20150505,7164.06,7145.91
Y9999  ,20150505,9849.13,9820.13
M2300  ,20150505,379.8,378.4
2330,20150506,119.657,121.3018
TWN50  ,20150506,7104.27,7132.28
Y9999  ,20150506,9780.39,9818.2
M2300  ,20150506,376.48,378.87
2330,20150507,120.0682,120.4794
TWN50  ,20150507,7101.28,7045.37
Y9999  ,20150507,9789.82,9704.11
M2300  ,20150507,377.3,375.8
2330,20150508,120.0682,120.4794
TWN50  ,20150508,7059.91,7055.96
Y9999  ,20150508,9724.29,9692
M2300  ,20150508,375.94,374.62
2330,20150511,122.5354,122.1242
TWN50  ,20150511,7131.69,7071.48
Y9999  ,20150511,9763.94,9663.72
M2300  ,20150511,378.02,373.64
2330,20150512,120.8906,121.3018
TWN50  ,20150512,7042.27,7075.51
Y9999  ,20150512,9637.71,9680.73
M2300  ,20150512,371.68,372.09
2330,20150513,121.3018,121.713
TWN50  ,20150513,7095.44,7119.89
Y9999  ,20150513,9697.17,9724.11
M2300  ,20150513,372.85,375.79
2330,20150514,121.713,120.0682
TWN50  ,20150514,7126.03,7028.32
Y9999  ,20150514,9730.33,9610.83
M2300  ,20150514,376.05,372.64
2330,20150515,120.8906,120.4794
TWN50  ,20150515,7056.18,7024.41
Y9999  ,20150515,9638.06,9579.48
M2300  ,20150515,374.34,372.11
2330,20150518,120.8906,120.4794
TWN50  ,20150518,7051.72,7070.29
Y9999  ,20150518,9603.75,9606.1
M2300  ,20150518,373.53,372.92
2330,20150519,119.657,120.4794
TWN50  ,20150519,7085.01,7147.98
Y9999  ,20150519,9623.95,9716.77
M2300  ,20150519,373.29,377.34
2330,20150520,120.4794,120.4794
TWN50  ,20150520,7155.51,7121.6
Y9999  ,20150520,9726.02,9685.31
M2300  ,20150520,377.64,377.1
2330,20150521,120.0682,119.657
TWN50  ,20150521,7086.23,7042.78
Y9999  ,20150521,9647.53,9578.56
M2300  ,20150521,375.82,374.63
2330,20150522,120.0682,119.657
TWN50  ,20150522,7072.16,7094.13
Y9999  ,20150522,9606.51,9638.8
M2300  ,20150522,375.79,377.01
2330,20150525,120.4794,121.3018
TWN50  ,20150525,7108.72,7110.27
Y9999  ,20150525,9654.28,9645.17
M2300  ,20150525,378.17,378.66
2330,20150526,122.1242,120.4794
TWN50  ,20150526,7154.49,7124.11
Y9999  ,20150526,9688.31,9669.41
M2300  ,20150526,380.6,378.97
2330,20150527,119.657,119.2458
TWN50  ,20150527,7119.74,7139.03
Y9999  ,20150527,9666.89,9693.54
M2300  ,20150527,378.24,379.22
2330,20150528,120.8906,120.8906
TWN50  ,20150528,7192.34,7156.65
Y9999  ,20150528,9741.57,9712.84
M2300  ,20150528,382.23,381.97
2330,20150529,120.8906,120.0682
TWN50  ,20150529,7169.35,7138.9
Y9999  ,20150529,9727.59,9701.07
M2300  ,20150529,382.78,381.64
2330,20150601,119.657,119.2458
TWN50  ,20150601,7123.93,7063.97
Y9999  ,20150601,9688.13,9625.69
M2300  ,20150601,381.09,377.77
2330,20150602,118.8346,118.4234
TWN50  ,20150602,7057.03,7054.86
Y9999  ,20150602,9619.88,9614.26
M2300  ,20150602,377.38,376.97
2330,20150603,118.0122,117.6011
TWN50  ,20150603,7055.36,7024.23
Y9999  ,20150603,9617.75,9556.52
M2300  ,20150603,376.73,375.1
2330,20150604,116.7787,115.9563
TWN50  ,20150604,7001.42,6880.63
Y9999  ,20150604,9537.09,9348.63
M2300  ,20150604,374.02,366.73
2330,20150605,114.7227,115.1339
TWN50  ,20150605,6855.66,6875.36
Y9999  ,20150605,9328.02,9340.13
M2300  ,20150605,365.18,365.81
2330,20150608,114.7227,113.9003
TWN50  ,20150608,6861.17,6892.85
Y9999  ,20150608,9324.22,9368.43
M2300  ,20150608,365.16,365.12
2330,20150609,113.9003,114.3115
TWN50  ,20150609,6872.72,6811.47
Y9999  ,20150609,9346.11,9191.87
M2300  ,20150609,364.3,357.56
2330,20150610,115.9563,114.7227
TWN50  ,20150610,6871.82,6872.67
Y9999  ,20150610,9246.66,9298.5
M2300  ,20150610,360.7,361.21
2330,20150611,115.9563,118.0122
TWN50  ,20150611,6908.1,6901.76
Y9999  ,20150611,9330.99,9302.49
M2300  ,20150611,363.15,362.93
2330,20150612,118.4234,118.8346
TWN50  ,20150612,6906.25,6912.17
Y9999  ,20150612,9304.75,9301.93
M2300  ,20150612,362.98,363.33
2330,20150615,118.8346,117.6011
TWN50  ,20150615,6914.93,6873.56
Y9999  ,20150615,9304.66,9259.48
M2300  ,20150615,363.25,361.48
2330,20150616,117.6011,116.7787
TWN50  ,20150616,6887.97,6850.96
Y9999  ,20150616,9272.7,9212.78
M2300  ,20150616,361.99,359.55
2330,20150617,117.6011,117.1899
TWN50  ,20150617,6873.17,6840.28
Y9999  ,20150617,9232.81,9189.83
M2300  ,20150617,360.8,360.59
2330,20150618,116.7787,116.7787
TWN50  ,20150618,6836.92,6838.61
Y9999  ,20150618,9189.44,9218.37
M2300  ,20150618,360.59,362.13
2330,20150622,116.7787,116.7787
TWN50  ,20150622,6862.98,6941.02
Y9999  ,20150622,9247.76,9341.77
M2300  ,20150622,363.37,366.42
2330,20150623,117.6011,118.8346
TWN50  ,20150623,6977.71,6982.37
Y9999  ,20150623,9375.78,9391.14
M2300  ,20150623,368.04,368.85
2330,20150624,118.8346,119.2458
TWN50  ,20150624,6979.91,6993.74
Y9999  ,20150624,9390.27,9397.31
M2300  ,20150624,368.74,368.63
2330,20150625,119.2458,120.4794
TWN50  ,20150625,7012.54,7060.28
Y9999  ,20150625,9415.78,9476.34
M2300  ,20150625,369.52,372.47
2330,20150626,120.8906,120.0682
TWN50  ,20150626,7073.96,7047.37
Y9999  ,20150626,9481.95,9462.57
M2300  ,20150626,372.52,371.32
2330,20150629,119.2196,117.5225
TWN50  ,20150629,6933.67,6853.64
Y9999  ,20150629,9358.96,9236.1
M2300  ,20150629,365.4,360.39
2330,20150630,117.9468,119.2196
TWN50  ,20150630,6844.32,6918.25
Y9999  ,20150630,9223.27,9323.02
M2300  ,20150630,360.13,363.47
2330,20150701,118.7953,119.6439
TWN50  ,20150701,6906.93,6947.38
Y9999  ,20150701,9311.76,9375.23
M2300  ,20150701,363.26,366.88
2330,20150702,119.2196,120.0681
TWN50  ,20150702,6945.24,6952.67
Y9999  ,20150702,9372.46,9379.24
M2300  ,20150702,366.63,366.8
2330,20150703,120.0681,120.9167
TWN50  ,20150703,6942.98,6946.21
Y9999  ,20150703,9369.5,9358.23
M2300  ,20150703,366.42,366.57
2330,20150706,119.6439,119.2196
TWN50  ,20150706,6894.54,6867.07
Y9999  ,20150706,9309.86,9255.96
M2300  ,20150706,364.15,362
2330,20150707,119.6439,119.2196
TWN50  ,20150707,6888.77,6866.6
Y9999  ,20150707,9278.33,9250.16
M2300  ,20150707,363.11,361.06
2330,20150708,119.2196,117.0982
TWN50  ,20150708,6847.32,6675.18
